Iterations,fitness,chromosome
4040,-106.76389893908478,[-1.58, -3.13]
4050,-106.76389893908478,[-1.58, -3.13]
4060,-106.76389893908478,[-1.58, -3.13]
4070,-106.76389893908478,[-1.58, -3.13]
4080,-106.76389893908478,[-1.58, -3.13]
4090,-106.76389893908478,[-1.58, -3.13]
4100,-106.76389893908478,[-1.58, -3.13]
4110,-106.76389893908478,[-1.58, -3.13]
4120,-106.76389893908478,[-1.58, -3.13]
4130,-106.76389893908478,[-1.58, -3.13]
4140,-106.76389893908478,[-1.58, -3.13]
4150,-106.76389893908478,[-1.58, -3.13]
4160,-106.76389893908478,[-1.58, -3.13]
4170,-106.76389893908478,[-1.58, -3.13]
4180,-106.76389893908478,[-1.58, -3.13]
4190,-106.76389893908478,[-1.58, -3.13]
4200,-106.76389893908478,[-1.58, -3.13]
4210,-106.76389893908478,[-1.58, -3.13]
4220,-106.76389893908478,[-1.58, -3.13]
4230,-106.76389893908478,[-1.58, -3.13]
4240,-106.76389893908478,[-1.58, -3.13]
4250,-106.76389893908478,[-1.58, -3.13]
4260,-106.76389893908478,[-1.58, -3.13]
4270,-106.76389893908478,[-1.58, -3.13]
4280,-106.76389893908478,[-1.58, -3.13]
4290,-106.76389893908478,[-1.58, -3.13]
4300,-106.76389893908478,[-1.58, -3.13]
4310,-106.76389893908478,[-1.58, -3.13]
4320,-106.76389893908478,[-1.58, -3.13]
4330,-106.76389893908478,[-1.58, -3.13]
4340,-106.76389893908478,[-1.58, -3.13]
4350,-106.76389893908478,[-1.58, -3.13]
4360,-106.76389893908478,[-1.58, -3.13]
4370,-106.76389893908478,[-1.58, -3.13]
4380,-106.76389893908478,[-1.58, -3.13]
4390,-106.76389893908478,[-1.58, -3.13]
4400,-106.76389893908478,[-1.58, -3.13]
4410,-106.76389893908478,[-1.58, -3.13]
4420,-106.76389893908478,[-1.58, -3.13]
4430,-106.76389893908478,[-1.58, -3.13]
4440,-106.76389893908478,[-1.58, -3.13]
4450,-106.76389893908478,[-1.58, -3.13]
4460,-106.76389893908478,[-1.58, -3.13]
4470,-106.76389893908478,[-1.58, -3.13]
4480,-106.76389893908478,[-1.58, -3.13]
4490,-106.76389893908478,[-1.58, -3.13]
4500,-106.76389893908478,[-1.58, -3.13]
4510,-106.76389893908478,[-1.58, -3.13]
4520,-106.76389893908478,[-1.58, -3.13]
4530,-106.76389893908478,[-1.58, -3.13]
4540,-106.76389893908478,[-1.58, -3.13]
4550,-106.76389893908478,[-1.58, -3.13]
4560,-106.76389893908478,[-1.58, -3.13]
4570,-106.76389893908478,[-1.58, -3.13]
4580,-106.76389893908478,[-1.58, -3.13]
4590,-106.76389893908478,[-1.58, -3.13]
4600,-106.76389893908478,[-1.58, -3.13]
4610,-106.76389893908478,[-1.58, -3.13]
4620,-106.76389893908478,[-1.58, -3.13]
4630,-106.76389893908478,[-1.58, -3.13]
4640,-106.76389893908478,[-1.58, -3.13]
4650,-106.76389893908478,[-1.58, -3.13]
4660,-106.76389893908478,[-1.58, -3.13]
4670,-106.76389893908478,[-1.58, -3.13]
4680,-106.76389893908478,[-1.58, -3.13]
4690,-106.76389893908478,[-1.58, -3.13]
4700,-106.76389893908478,[-1.58, -3.13]
4710,-106.76389893908478,[-1.58, -3.13]
4720,-106.76389893908478,[-1.58, -3.13]
4730,-106.76389893908478,[-1.58, -3.13]
4740,-106.76389893908478,[-1.58, -3.13]
4750,-106.76389893908478,[-1.58, -3.13]
4760,-106.76389893908478,[-1.58, -3.13]
4770,-106.76389893908478,[-1.58, -3.13]
4780,-106.76389893908478,[-1.58, -3.13]
4790,-106.76389893908478,[-1.58, -3.13]
4800,-106.76389893908478,[-1.58, -3.13]
4810,-106.76389893908478,[-1.58, -3.13]
4820,-106.76389893908478,[-1.58, -3.13]
4830,-106.76389893908478,[-1.58, -3.13]
4840,-106.76389893908478,[-1.58, -3.13]
4850,-106.76389893908478,[-1.58, -3.13]
4860,-106.76389893908478,[-1.58, -3.13]
4870,-106.76389893908478,[-1.58, -3.13]
4880,-106.76389893908478,[-1.58, -3.13]
4890,-106.76389893908478,[-1.58, -3.13]
4900,-106.76389893908478,[-1.58, -3.13]
4910,-106.76389893908478,[-1.58, -3.13]
4920,-106.76389893908478,[-1.58, -3.13]
4930,-106.76389893908478,[-1.58, -3.13]
4940,-106.76389893908478,[-1.58, -3.13]
4950,-106.76389893908478,[-1.58, -3.13]
4960,-106.76389893908478,[-1.58, -3.13]
4970,-106.76389893908478,[-1.58, -3.13]
4980,-106.76389893908478,[-1.58, -3.13]
4990,-106.76389893908478,[-1.58, -3.13]
5000,-106.76389893908478,[-1.58, -3.13]
5010,-106.76389893908478,[-1.58, -3.13]
5020,-106.76389893908478,[-1.58, -3.13]
5030,-106.76389893908478,[-1.58, -3.13]
5040,-106.76389893908478,[-1.58, -3.13]
5050,-106.76389893908478,[-1.58, -3.13]
5060,-106.76389893908478,[-1.58, -3.13]
5070,-106.76389893908478,[-1.58, -3.13]
5080,-106.76389893908478,[-1.58, -3.13]
5090,-106.76389893908478,[-1.58, -3.13]
5100,-106.76389893908478,[-1.58, -3.13]
5110,-106.76389893908478,[-1.58, -3.13]
5120,-106.76389893908478,[-1.58, -3.13]
5130,-106.76389893908478,[-1.58, -3.13]
5140,-106.76389893908478,[-1.58, -3.13]
5150,-106.76389893908478,[-1.58, -3.13]
5160,-106.76389893908478,[-1.58, -3.13]
5170,-106.76389893908478,[-1.58, -3.13]
5180,-106.76389893908478,[-1.58, -3.13]
5190,-106.76389893908478,[-1.58, -3.13]
5200,-106.76389893908478,[-1.58, -3.13]
5210,-106.76389893908478,[-1.58, -3.13]
5220,-106.76389893908478,[-1.58, -3.13]
